file,_error,material_topics,standards_referenced,risks_highlights,targets_count,kpis_count
LSE_PAG_2024_business_esg.pdf,no_text,,,,0,0
Samsung_Electronics_Sustainability_Report_2025.pdf,no_text,,,,0,0
acer-incorporated_2023.pdf,no_text,,,,0,0
deutsche_esg.pdf,no_text,,,,0,0
intel_esg.pdf,no_text,,,,0,0
nippon_esg.pdf,no_text,,,,0,0
tata_steel_esg.pdf,no_text,,,,0,0
