Company,Sector,num_claims,avg_sentiment,avg_specificity,avg_greenwash,num_topics
LSE_PAG_2024_business_esg,Unknown,32,0.79990625,0.6346875,0.65271875,7
Samsung_Electronics_Sustainability_Report_2025,Unknown,62,0.49119354838709683,0.5990322580645161,0.5594193548387097,6
acer-incorporated_2023,Unknown,111,0.6078288288288288,0.5844144144144146,0.5946486486486487,9
deutsche_esg,Unknown,167,0.4239880239520958,0.5293413173652695,0.5730299401197605,8
intel_esg,Unknown,325,0.6945476923076923,0.6313846153846153,0.5405323076923076,9
nippon_esg,Unknown,31,0.7658387096774193,0.5954838709677419,0.7017419354838711,5
tata_steel_esg,Unknown,29,0.5362758620689655,0.613448275862069,0.5350689655172414,8
